source_row,meter_number,installation_number,agreement_number,value,location,crs,source_x,source_y,latitude,longitude,bina_id,bina_value,bina_layer,method,meters,confidence,overlay,action,reason,hitIds
1403,1444309,439401,44748596,BAYLAN_LORA_W,POINT (431617.360500401 4244347.93701137),EPSG:5258,431617.360500401,4244347.93701137,38.329374811872185,38.21793709888458,766,D8B,P_KONUT_MULTIPOLYGON [727 adet],inside,0.00017854506505764222,high,existing_bina_bilgi,insert,,766|4716
1404,2825046,436520,44748594,BAYLAN_LORA_W,POINT (436918.940851267 4248151.5425353),EPSG:5258,436918.940851267,4248151.5425353,38.36402648654639,38.278224387933356,942,B7,P_KONUT_MULTIPOLYGON [727 adet],inside,0.004131245656385852,high,same_name_primary_layer,insert,,942|3925
1405,1444191,437700,44748613,BAYLAN_LORA_W,POINT (431608.982474825 4244638.87279044),EPSG:5258,431608.982474825,4244638.87279044,38.3319949063632,38.21781312028565,1456,AT4,P_TİCARET_BAZA_MULTIPOLYGON [144 adet],inside,0.0001817260476255425,high,same_name_primary_layer,insert,,2409|1456
1406,1444951,439622,44748681,BAYLAN_LORA_W,POINT (431339.735500402 4244359.28201137),EPSG:5258,431339.735500402,4244359.28201137,38.32945579260168,38.21476119332278,750,A17,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,750|4713
1407,1444102,439186,44748704,BAYLAN_LORA_W,POINT (431545.197400402 4243865.46441136),EPSG:5258,431545.197400402,4243865.46441136,38.32502321748151,38.21715862443319,26,A19,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,26|137
1408,2825262,435388,44749411,BAYLAN_LORA_W,POINT (437183.16340038 4248199.18241143),EPSG:5258,437183.16340038,4248199.18241143,38.36447419899118,38.28124316671185,971,B24,P_KONUT_MULTIPOLYGON [727 adet],inside,0.0003718136221186215,high,same_name_primary_layer,insert,,971|3924
1409,1432826,435210,44749453,BAYLAN_LORA_W,POINT (433624.832815565 4244972.92542684),EPSG:5258,433624.832815565,4244972.92542684,38.33515554314291,38.24083506852461,797,A 8,P_KONUT_MULTIPOLYGON [727 adet],inside,0.000004768830549915894,high,same_name_primary_layer,insert,,797|2731
1410,1444386,435215,44749678,BAYLAN_LORA_W,POINT (431557.295900402 4244308.78641136),EPSG:5258,431557.295900402,4244308.78641136,38.32901756291482,38.217254018579176,753,A10,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,753|4706
1411,2825635,436729,44749763,BAYLAN_LORA_W,POINT (436958.89653271 4248344.13073493),EPSG:5258,436958.89653271,4248344.13073493,38.36576413784834,38.27866431005595,973,B16,P_KONUT_MULTIPOLYGON [727 adet],inside,0.002532124829831974,high,same_name_primary_layer,insert,,973|3917
1412,1444819,438812,44751281,BAYLAN_LORA_W,POINT (431351.021818551 4244314.91649765),EPSG:5258,431351.021818551,4244314.91649765,38.32905701479562,38.214894570786264,751,A16,P_KONUT_MULTIPOLYGON [727 adet],inside,0.00003427013674328705,high,existing_bina_bilgi,insert,,751|4712
1413,1429616,436858,44749776,BAYLAN_LORA_W,POINT (428444.904294843 4241032.21051909),EPSG:5258,428444.904294843,4241032.21051909,38.29925957090546,38.18199406116062,5327,YILDIZLAR 4.ETAP DB-19,Maks_Bina,inside,0,high,,skip,METER_ALREADY_IN_OTHER_BUILDING,5327
1414,1432083,439165,44748553,BAYLAN_LORA_W,POINT (439404.45940946 4247183.04566147),EPSG:5258,439404.45940946,4247183.04566147,38.35547380590453,38.30674501937665,577,A2-14,P_KONUT_DÜKKAN_MULTIPOLYGON [365 adet],inside,0.000004826628483012638,high,same_name_primary_layer,insert,,224|577
1415,2825352,436782,44750213,BAYLAN_LORA_W,POINT (437042.221700381 4248183.40981143),EPSG:5258,437042.221700381,4248183.40981143,38.36432222232332,38.2796320230615,932,B9,P_KONUT_MULTIPOLYGON [727 adet],inside,0.0031963987486347527,high,same_name_primary_layer,insert,,932|3912
1416,1444201,436654,44750269,BAYLAN_LORA_W,POINT (431534.821387957 4244551.37835385),EPSG:5258,431534.821387957,4244551.37835385,38.33120110186249,38.21697349598986,74,AT2,P_TİCARET_BAZA_MULTIPOLYGON [144 adet],inside,0,high,existing_bina_bilgi,insert,,74|1460|2416
1417,1444001,439458,44748548,BAYLAN_LORA_W,POINT (431511.770400402 4244298.51601136),EPSG:5258,431511.770400402,4244298.51601136,38.328921571829596,38.21673440631204,764,D9B,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,764|4718
1418,1443927,439083,44792902,BAYLAN_LORA_W,POINT (431511.770400402 4244298.51601136),EPSG:5258,431511.770400402,4244298.51601136,38.328921571829596,38.21673440631204,764,D9B,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,764|4718
1419,2825537,436476,44749141,BAYLAN_LORA_W,POINT (437189.873419514 4248221.36407817),EPSG:5258,437189.873419514,4248221.36407817,38.36467448258657,38.281317961981955,970,A26,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,970|3929
1420,2825304,441949,44749915,BAYLAN_LORA_W,POINT (436982.803369447 4248322.26345576),EPSG:5258,436982.803369447,4248322.26345576,38.365568839594296,38.27893979379394,972,A17,P_KONUT_MULTIPOLYGON [727 adet],inside,0.0032791813154505267,high,same_name_primary_layer,insert,,972|3895
1421,1432008,441858,44749912,BAYLAN_LORA_W,POINT (439300.5767 4247233.622),EPSG:5258,439300.5767,4247233.622,38.35592236935489,38.30555225796484,206,A1-3,RYA_MER_19_MULTIPOLYGON [1 adet],inside,0.0000850645722553707,high,,insert,,206
1422,2825482,435617,44749931,BAYLAN_LORA_W,POINT (437111.18157676 4248318.30718831),EPSG:5258,437111.18157676,4248318.30718831,38.36554222579732,38.28040897835436,927,B19,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,927|3920
